n_codigo,x_nombre,n_estado
1547,Maestría En Ciencias De La Comunicación,1
1548,Maestría En Ciencias De La Comunicación Con Mención En Comunicación Social,1
1549,Maestría En Ciencias De La Comunicación Mención: Relaciones Comunitarias Y Resolución De Conflictos Sociales,1
1550,Maestría En Ciencias De La Educación Con Mención En Ciencias Del Deporte,1
1551,Maestría En Ciencias De La Educación Con Mención En Didáctica De La Comunicación,1
1552,Maestría En Ciencias De La Educación Con Mención En Didáctica De La Enseñanza De Educación Inicial,1
1553,Maestría En Ciencias De La Educación Con Mención En Didáctica De La Enseñanza De Las Ciencias Naturales En Educación Primaria,1
1554,Maestría En Ciencias De La Educación Con Mención En Didáctica De La Enseñanza De Las Ciencias Naturales En Educación Secundaria,1
1555,Maestría En Ciencias De La Educación Con Mención En Didáctica De La Enseñanza De Las Matemáticas En Educación Primaria,1
1556,Maestría En Ciencias De La Educación Con Mención En Didáctica De La Enseñanza De Las Matemáticas En Educación Secundaria,1
1557,Maestría En Ciencias De La Educación Con Mención En Didáctica De La Enseñanza En Ciencias Naturales En Educación Primaria,1
1558,Maestría En Ciencias De La Educación Con Mención En Didáctica De La Enseñanza En Ciencias Naturales En Educación Secundaria,1
1559,Maestría En Ciencias De La Educación Con Mención En Docencia E Investigación,1
1560,Maestría En Ciencias De La Educación Con Mención En Docencia En Arte Integrado,1
1561,Maestría En Ciencias De La Educación Con Mención En Docencia Universitaria,1
1562,Maestría En Ciencias De La Educación Con Mención En Educación Alimentaria Y Nutrición,1
1563,Maestría En Ciencias De La Educación Con Mención En Educación Ambiental Y Desarrollo Sostenible,1
1564,Maestría En Ciencias De La Educación Con Mención En Enseñanza De Inglés Como Lengua Extranjera,1
1565,Maestría En Ciencias De La Educación Con Mención En Evaluación De Aprendizaje Por Competencia,1
1566,Maestría En Ciencias De La Educación Con Mención En Evaluación Y Acreditación De La Calidad Educativa,1
1567,Maestría En Ciencias De La Educación Con Mención En Gestión De La Calidad Y Acreditación Educativa,1
1568,Maestría En Ciencias De La Educación Con Mención En Gestión Educacional,1
1569,Maestría En Ciencias De La Educación Con Mención En Gestión Educativa,1
1570,Maestría En Ciencias De La Educación Con Mención En Investigación E Innovación Curricular,1
1571,Maestría En Ciencias De La Educación Con Mención En Matemática,1
1572,Maestría En Ciencias De La Educación Con Mención En Problemas De Aprendizaje,1
1573,Maestría En Ciencias De La Educación Con Mención En Psicología Educativa,1
1574,Maestría En Ciencias De La Educación Con Mención En Psicopedagogía,1
1575,Maestría En Ciencias De La Educación Con Mención En Psicopedagogía E Inclusión,1
1576,Maestría En Ciencias De La Educación Con Mención En Tutoría Y Orientación Educativa,1
1577,Maestría En Ciencias De La Educación Mención Docencia E Investigación,1
1578,"Maestría En Ciencias De La Educación, Con Mención En Docencia En Educación Superior E Investigación",1
1579,"Maestría En Ciencias De La Educación, Con Mención En Docencia Y Gerencia Educativa",1
1580,"Maestría En Ciencias De La Educación, Con Mención En Psicología Educativa",1
1581,Maestría En Ciencias De La Educación; Mención En Administración Y Planificación De La Educación,1
1582,Maestría En Ciencias De La Educación; Mención En Educación Ambiental Y Desarrollo Sostenible,1
1583,Maestría En Ciencias De La Educación; Mención En Educación Y Desarrollo Rural,1
1584,Maestría En Ciencias De La Educación; Mención En Investigación Y Docencia Superior,1
1585,Maestría En Ciencias De La Educación; Mención En Lingüística Quechua Y Educación Intercultural,1
1586,Maestría En Ciencias De La Gestión Educativa Con Mención En Educación Ambiental,1
1587,Maestría En Ciencias De La Gestión Educativa Con Mención En Estimulación Temprana,1
1588,Maestría En Ciencias De La Gestión Educativa Con Mención En Motricidad Humana,1
1589,Maestría En Ciencias De La Gestión Educativa Con Mención En Pedagogía,1
1590,Maestría En Ciencias De La Ingeniería,1
1591,Maestría En Ciencias De La Ingeniería Agrícola Mención En Gestión Y Auditoría Ambiental,1
1592,Maestría En Ciencias De La Ingeniería Agrícola Mención En Ingeniería Ambiental,1
1593,Maestría En Ciencias De La Ingeniería Agrícola Mención En Ingeniería De Recursos Hídricos,1
1594,Maestría En Ciencias De La Ingeniería Mecánica Eléctrica Mención En Gestión De Operación Y Mantenimiento De Sistemas Eléctricos,1
1595,"Maestría En Ciencias De La Ingeniería, Mención: Gestión Y Procesamiento De Minerales",1
1596,Maestría En Ciencias De La Nutrición Mención En Gerencia De Programas Y Seguridad Alimentaria,1
1597,Maestría En Ciencias De La Nutrición Mención En Nutrición Clínica,1
1598,Maestría En Ciencias De La Salud Con Mención En Gerencia De Los Servicios De Salud,1
1599,Maestría En Ciencias De La Salud Con Mención En Salud Familiar Y Comunitaria,1
1600,"Maestría En Ciencias De La Salud, Con Mención En Gerencia En Servicios De Salud",1
1601,"Maestría En Ciencias De La Salud, Con Mención En Odontoestomatología",1
1602,"Maestría En Ciencias De La Salud, Con Mención En Salud Pública Y Docencia Universitaria",1
1603,Maestría En Ciencias De La Salud; Mención En Administración Y Gerencia En Servicios De Salud,1
1604,Maestría En Ciencias De La Salud; Mención En Crecimiento Y Desarrollo Humano,1
1605,Maestría En Ciencias De La Salud; Mención En Salud Pública,1
1606,Maestría En Ciencias De La Salud; Mención En Salud Pública Y Gestión Ambiental,1
1607,Maestría En Ciencias De La Salud; Mención En Salud Reproductiva,1
1608,"Maestría En Ciencias De La Tierra, Con Mención En Exploración Geológica",1
1609,"Maestría En Ciencias De La Tierra, Con Mención En Geotecnia",1
1610,Maestría En Ciencias De Los Alimentos,1
1611,Maestría En Ciencias Del Mar,1
1612,Maestría En Ciencias E Ingeniería Con Mención En Agroindustria,1
1613,Maestría En Ciencias E Ingeniería Con Mención En Auditoría Y Seguridad Informática,1
1614,Maestría En Ciencias E Ingeniería Con Mención En Desarrollo Agrario Sostenible,1
1615,Maestría En Ciencias E Ingeniería Con Mención En Dirección De La Construcción,1
1616,Maestría En Ciencias E Ingeniería Con Mención En Gestión Ambiental,1
1617,Maestría En Ciencias E Ingeniería Con Mención En Gestión De Operaciones,1
1618,Maestría En Ciencias E Ingeniería Con Mención En Gestión De Riesgos Y Cambio Climático,1
1619,Maestría En Ciencias E Ingeniería Con Mención En Ingeniería De Recursos Hídricos,1
1620,Maestría En Ciencias E Ingeniería Con Mención En Ingeniería Estructural,1
1621,Maestría En Ciencias E Ingeniería Con Mención En Tecnología De La Información Y Sistemas Informáticos,1
1622,Maestría En Ciencias Económicas,1
1623,Maestría En Ciencias Económicas Con Mención En Auditoría Y Control De Gestión,1
1624,Maestría En Ciencias Económicas Con Mención En Economía De Empresas,1
1625,Maestría En Ciencias Económicas Con Mención En Economía De Los Recursos Naturales Y Gestión Ambiental,1
1626,Maestría En Ciencias Económicas Con Mención En Economía Del Desarrollo,1
1627,Maestría En Ciencias Económicas Con Mención En Finanzas,1
1628,Maestría En Ciencias Económicas Con Mención En Gestión Empresarial,1
1629,Maestría En Ciencias Económicas Con Mención En Microfinanzas Y Economía Para Pymes,1
1630,Maestría En Ciencias Económicas Con Mención En Proyectos De Inversión,1
1631,Maestría En Ciencias Económicas Con Mención En Tributación Fiscal Y Empresarial,1
1632,Maestría En Ciencias Económicas Mención: Auditoría Integral,1
1633,Maestría En Ciencias Económicas Mención: Finanzas,1
1634,Maestría En Ciencias Económicas Mención: Gestión Pública,1
1635,Maestría En Ciencias Económicas Mención: Política Y Administración Tributaria,1
1636,Maestría En Ciencias Económicas Mención: Proyectos De Inversión,1
1637,Maestría En Ciencias Económicas: Auditoría,1
1638,Maestría En Ciencias Económicas: Dirección De Marketing Y Negocios Globales,1
1639,Maestría En Ciencias Económicas: Dirección Y Gestión De Negocios,1
1640,Maestría En Ciencias Económicas: Dirección Y Gestión Del Talento Humano,1
1641,Maestría En Ciencias Económicas: Emprendimiento E Innovación,1
1642,Maestría En Ciencias Económicas: Finanzas,1
1643,Maestría En Ciencias Económicas: Gestión Estratégica Empresarial,1
1644,Maestría En Ciencias Económicas: Gestión Pública,1
1645,Maestría En Ciencias Económicas: Microfinanzas,1
1646,Maestría En Ciencias Económicas: Tributación Fiscal Y Empresarial,1
1647,Maestría En Ciencias Empresariales,1
1648,Maestría En Ciencias Empresariales Con Mención En Gestión De Proyectos,1
1649,Maestría En Ciencias Empresariales Con Mención En Gestión Del Capital Humano,1
1650,Maestría En Ciencias Empresariales Con Mención En Gestión En Negocios Internacionales Y Comercio Exterior,1
1651,Maestría En Ciencias Empresariales Con Mención En Gestión Financiera,1
1652,Maestría En Ciencias Empresariales; Mención En Auditoría Integral,1
1653,Maestría En Ciencias Empresariales; Mención En Gestión Municipal Y Gobierno Regional,1
1654,Maestría En Ciencias Empresariales; Mención En Gestión Pública,1
1655,Maestría En Ciencias En Agroecología Mención: Biodiversidad Y Recursos Genéticos,1
1656,Maestría En Ciencias En Agroecología Mención: Gestión Ambiental,1
1657,Maestría En Ciencias En Agroecología Mención: Gestión De Bosques Tropicales,1
1658,Maestría En Ciencias En Agroecología Mención: Gestión De Suelos Y Agua,1
1659,Maestría En Ciencias En Ciencia De La Computación,1
1660,Maestría En Ciencias En Ciencias Actuariales,1
1661,Maestría En Ciencias En Conservación Y Gestión Del Patrimonio Edificado,1
1662,Maestría En Ciencias En Econometría Bancaria Y Financiera,1
1663,Maestría En Ciencias En Economía Matemática,1
1664,Maestría En Ciencias En Energía Nuclear,1
1665,Maestría En Ciencias En Energías Renovables Y Eficiencia Energética,1
1666,Maestría En Ciencias En Física,1
1667,Maestría En Ciencias En Física Médica,1
1668,Maestría En Ciencias En Gestión Ambiental,1
1669,Maestría En Ciencias En Gestión Cuantitativa Del Riesgo Financiero,1
1670,Maestría En Ciencias En Ingeniería Ambiental,1
1671,Maestría En Ciencias En Ingeniería Civil,1
1672,Maestría En Ciencias En Ingeniería De Minas,1
1673,Maestría En Ciencias En Ingeniería De Petróleo Y Gas Natural,1
1674,Maestría En Ciencias En Ingeniería De Sistemas,1
1675,Maestría En Ciencias En Ingeniería Eléctrica,1
1676,Maestría En Ciencias En Ingeniería Electrónica,1
1677,Maestría En Ciencias En Ingeniería Financiera,1
1678,Maestría En Ciencias En Ingeniería Geológica,1
1679,Maestría En Ciencias En Ingeniería Industrial,1
1680,Maestría En Ciencias En Ingeniería Metalúrgica,1
1681,Maestría En Ciencias En Ingeniería Naval,1
1682,Maestría En Ciencias En Ingeniería Química,1
1683,Maestría En Ciencias En Ingeniería Textil Con Mención En Gestión De Empresas Textiles,1
1684,Maestría En Ciencias En Investigación Epidemiológica,1
1685,Maestría En Ciencias En Matemática Aplicada,1
1686,Maestría En Ciencias En Planificación Y Gestión De La Vivienda,1
1687,Maestría En Ciencias En Planificación Y Gestión Urbano Regional,1
1688,Maestría En Ciencias En Procesos Alimentarios Con Mención En Procesamiento De Frutas Y Vegetales Y Procesamiento De Recursos Hidrobiológicos,1
1689,Maestría En Ciencias En Química,1
1690,Maestría En Ciencias En Regeneración Urbana,1
1691,Maestría En Ciencias Energéticas Mención Ingeniería Energética,1
1692,Maestría En Ciencias Físicas,1
1693,Maestría En Ciencias Forestales Con Mención En Manejo Forestal,1
1694,Maestría En Ciencias Médicas Con Mención En Fisiología Respiratoria,1
1695,Maestría En Ciencias Mención Ecología Y Gestión Ambiental,1
1696,Maestría En Ciencias Mención Física,1
1697,Maestría En Ciencias Mención Informática,1
1698,Maestría En Ciencias Mención Química Especialidad Petroquímica,1
1699,Maestría En Ciencias Mención Química Especialidad Productos Naturales,1
1700,Maestría En Ciencias Mención: Redes Eléctricas Inteligentes Y Energías Renovables,1
1701,Maestría En Ciencias Pecuarias Mención: Acuicultura,1
1702,Maestría En Ciencias Pecuarias Mención: Producción Animal Sostenible,1
1703,Maestría En Ciencias Químicas,1
1704,Maestría En Ciencias Religiosas Y Pastoral Bíblica,1
1705,Maestría En Ciencias Sociales,1
1706,Maestría En Ciencias Sociales Con Mención En Gerencia Social,1
1707,"Maestría En Ciencias Sociales Con Mención En Interculturalidad, Educación Y Ciudadanía",1
1708,Maestría En Ciencias Sociales Mención En Arte Y Educación Artística,1
1709,Maestría En Ciencias Sociales Mención En Ciencias Forenses Y Criminalística,1
1710,Maestría En Ciencias Sociales Mención En Gestión Pública Y Desarrollo Local,1
1711,Maestría En Ciencias Sociales Mención En Psicopedagogía Terapéutica,1
1712,Maestría En Ciencias Sociales Mención En Relaciones Comunitarias Y Resolución De Conflictos Sociales,1
1713,"Maestría En Ciencias Sociales, Mención: Arqueología Andina",1
1714,"Maestría En Ciencias Sociales, Mención: Planificación Y Gestión Turística",1
1715,Maestría En Ciencias Sociales: Administración Y Gestión Del Desarrollo Humano,1
1716,Maestría En Ciencias Sociales: Gerencia Social Y Relaciones Comunitarias,1
1717,Maestría En Ciencias Sociales: Gestión Del Patrimonio Cultural,1
1718,Maestría En Ciencias Y Tecnologías Ambientales Con Mención En Conservación De Los Recursos Naturales,1
1719,Maestría En Ciencias Y Tecnologías Ambientales Con Mención En Contaminación Atmosférica Y Calidad Del Aire,1
1720,Maestría En Ciencias Y Tecnologías Ambientales Con Mención En Contaminación Y Calidad Del Agua,1
1721,Maestría En Ciencias Y Tecnologías Ambientales Con Mención En Contaminación Y Calidad Del Suelo,1
1722,Maestría En Ciencias Y Tecnologías Ambientales Con Mención En Derecho Ambiental,1
1723,Maestría En Ciencias Y Tecnologías Ambientales Con Mención En Educación Para La Sostenibilidad,1
1724,Maestría En Ciencias Y Tecnologías Ambientales Con Mención En Gestión Y Tecnología Del Agua,1
1725,Maestría En Ciencias Y Tecnologías Ambientales Con Mención En Gestión Y Tratamiento De Residuos,1
1726,Maestría En Ciencias Y Tecnologías Ambientales Con Mención En Industria Del Petróleo Y Medio Ambiente,1
1727,Maestría En Ciencias Y Tecnologías Ambientales Con Mención En Legislación Y Auditoría Ambiental En La Industria,1
1728,Maestría En Ciencias Y Tecnologías Ambientales Con Mención En Modelización Ambiental,1
1729,Maestría En Ciencias Y Tecnologías Ambientales Con Mención En Química Ambiental,1
1730,Maestría En Ciencias Y Tecnologías Ambientales Con Mención En Salud Ambiental,1
1731,Maestría En Ciencias Y Tecnologías Ambientales Con Mención En Vigilancia Y Control Ambiental,1
1732,Maestría En Ciencias-Ingeniería Química Mención En Seguridad Industrial Y Ambiental,1
1733,Maestría En Ciencias-Mención: Seguridad Y Salud Ocupacional Minera,1
1734,"Maestría En Ciencias, Con Mención En Gerencia Estratégica De Recursos Humanos",1
1735,"Maestría En Ciencias, Con Mención En Gerencia, Auditoría Y Gestión Ambiental",1
1736,"Maestría En Ciencias, Con Mención En Informática",1
1737,"Maestría En Ciencias, Con Mención En Psicología Clínica-Educativa, Infantil Y Adolescencial",1
1738,"Maestría En Ciencias, Con Mención En Psicología Jurídico Forense",1
1739,"Maestría En Ciencias, Con Mención En Química",1
1740,"Maestría En Ciencias, Ingeniería Y Tecnología De Alimentos",1
1741,"Maestría En Ciencias, Mención: Biotecnología Y Fermentaciones Industriales",1
1742,"Maestría En Ciencias, Mención: Didáctica De Las Ciencias Experimentales",1
1743,"Maestría En Ciencias, Mención: Fisiología Y Biofísica",1
1744,"Maestría En Ciencias, Mención: Gestión De Plantas Medicinales Del Perú",1
1745,"Maestría En Ciencias, Mención: Gestión Económica Medio Ambiental Y Los Recursos Naturales",1
